"Data generated on Thursday, April 23, 2026 at 10:34:02 AM EST"
Area/Partners of Destination,,,,,January 2005 - December 2026
And Commodities Exported,,,,,Cumulative To Date Quantities/Unit Values in Dollars
,,,,,,,January,January,February,February,March,March,April,April,May,May,June,June,July,July,August,August,September,September,October,October,November,November,December,December,Total,Total,,
,Partner,,HS Code,Product,Year,UOM,Unit Value,Qty,Unit Value,Qty,Unit Value,Qty,Unit Value,Qty,Unit Value,Qty,Unit Value,Qty,Unit Value,Qty,Unit Value,Qty,Unit Value,Qty,Unit Value,Qty,Unit Value,Qty,Unit Value,Qty,Unit Value,Qty,Period/Period %  Change (Unit Value),Reporter Code,Partner Code,Product Code,
"1","China","4","0401","Milk Not Concentrate","2011-2011","LITER","","0.0","","0.0","0.8","28,695.0","0.8","20,228.0","","0.0","0.9","24,785.0","0.8","42,827.0","0.8","115,733.0","","0.0","0.8","47,372.0","1.1","85,792.0","0.8","65,070.0","0.9","430,502.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2012-2012","LITER","1.0","179,462.0","2.2","1,608.0","1.1","209,986.0","0.7","26,718.0","1.0","246,128.0","0.9","83,979.0","0.8","141,773.0","0.8","120,575.0","1.0","94,887.0","0.9","77,572.0","1.1","90,370.0","1.4","135,848.0","1.0","1,408,906.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2013-2013","LITER","1.8","72,000.0","1.6","133,496.0","1.4","171,667.0","0.9","189,788.0","1.4","131,918.0","1.3","90,417.0","1.5","113,393.0","1.4","205,227.0","1.4","205,542.0","1.3","31,084.0","0.9","678,953.0","1.2","370,164.0","1.2","2,393,649.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2014-2014","LITER","1.1","244,736.0","1.0","292,950.0","0.9","169,010.0","1.3","897,860.0","1.0","267,297.0","1.4","430,748.0","1.0","356,863.0","1.3","590,219.0","1.4","307,213.0","1.2","528,174.0","1.6","184,630.0","1.3","241,319.0","1.2","4,511,019.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2015-2015","LITER","1.0","52,516.0","1.5","305,576.0","1.3","89,128.0","1.0","52,545.0","1.1","69,008.0","1.0","202,362.0","","0.0","1.9","191,658.0","2.0","8,100.0","0.7","33,933.0","","0.0","1.8","252,835.0","1.5","1,257,661.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2016-2016","LITER","1.0","52,940.0","","0.0","","0.0","","0.0","8.6","800.0","","0.0","0.7","13,739.0","1.1","66,521.0","1.1","38,003.0","0.7","125,363.0","1.6","6,814.0","","0.0","1.0","304,180.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2017-2017","LITER","2.2","9,474.0","2.0","32,500.0","","0.0","","0.0","1.6","36,890.0","2.7","8,712.0","2.8","20,204.0","","0.0","","0.0","","0.0","5.9","1,020.0","6.2","2,232.0","2.2","111,032.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2018-2018","LITER","4.2","9,356.0","5.1","1,740.0","5.4","4,380.0","1.7","110,184.0","22.0","130.0","2.8","2,461.0","2.0","27,624.0","2.7","3,581.0","","0.0","3.0","2,400.0","1.1","25,200.0","2.4","6,309.0","2.0","193,365.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2019-2019","LITER","2.8","6,849.0","2.3","7,770.0","","0.0","","0.0","","0.0","2.0","1,869.0","1.3","7,856.0","1.1","29,685.0","","0.0","1.1","74,536.0","1.4","131,851.0","1.0","101,111.0","1.2","361,527.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2020-2020","LITER","1.2","34,488.0","","0.0","5.6","21,198.0","","0.0","2.1","83,071.0","12.0","272.0","10.9","275.0","12.0","240.0","15.9","200.0","1.9","39,357.0","1.6","111,750.0","2.2","141,540.0","2.1","432,391.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2021-2021","LITER","1.4","14,024.0","2.2","26,000.0","2.1","33,138.0","1.0","40,000.0","2.0","97,964.0","2.5","188,000.0","2.6","28,603.0","1.8","50,208.0","1.6","68,702.0","1.8","38,000.0","1.5","30,309.0","0.8","19,000.0","2.0","633,948.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2022-2022","LITER","6.6","980.0","2.0","10,980.0","","0.0","","0.0","","0.0","1.2","20,000.0","","0.0","2.0","2,507.0","","0.0","0.8","35,592.0","","0.0","","0.0","1.2","70,059.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2023-2023","LITER","3.6","7,275.0","27.5","200.0","1.6","16,643.0","1.8","27,309.0","1.2","60,772.0","0.9","30,748.0","14.4","294.0","14.4","378.0","","0.0","2.0","1,362.0","2.8","13,491.0","","0.0","1.6","158,472.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2024-2024","LITER","","0.0","2.7","4,153.0","3.3","9,038.0","","0.0","2.4","2,205.0","","0.0","11.0","417.0","2.3","6,204.0","3.3","5,082.0","0.8","46,017.0","","0.0","2.3","1,252.0","1.7","74,368.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2025-2025","LITER","3.6","9,947.0","5.8","9,884.0","","0.0","2.8","9,452.0","3.2","20,000.0","","0.0","2.8","1,913.0","14.7","179.0","2.5","4,283.0","2.9","5,731.0","","0.0","2.7","11,426.0","3.5","72,815.0","","US","CH","0401",
"1","China","4","0401","Milk Not Concentrate","2026-2026","LITER","15.9","600.0","","","","","","","","","","","","","","","","","","","","","","","15.9","600.0","","US","CH","0401",
"1","China","5","0403","Buttermilk","2005-2005","MT","","0.0","4,712.0","1.4","","0.0","","0.0","970.6","14.8","7,105.5","4.7","1,102.3","195.6","1,102.3","7.7","1,102.3","20.6","","0.0","","0.0","1,276.7","16.6","1,232.3","261.4","","US","CH","0403",
"1","China","5","0403","Buttermilk","2006-2006","MT","1,623.9","16.0","1,222.4","37.4","","0.0","3,155.3","13.5","","0.0","14,020.0","30.1","17,105.6","23.4","2,136.4","16.4","2,265.7","1.7","2,122.8","3.5","2,122.6","15.5","2,122.8","2.9","6,942.5","160.4","","US","CH","0403",
"1","China","5","0403","Buttermilk","2007-2007","MT","2,155.6","28.3","9,630.2","7.6","","0.0","17,827.9","1.7","4,699.7","25.4","3,151.7","4.6","2,122.5","2.8","7,028.3","21.6","11,740.3","6.5","","0.0","2,370.7","20.7","","0.0","4,933.9","119.1","","US","CH","0403",
"1","China","5","0403","Buttermilk","2008-2008","MT","2,122.7","26.6","","0.0","","0.0","2,395.3","24.8","2,122.4","3.6","2,122.6","25.1","2,122.7","27.6","2,122.9","2.1","5,752.3","1.3","34,600.5","1.3","2,991.8","24.7","","0.0","2,677.0","137.2","","US","CH","0403",
"1","China","5","0403","Buttermilk","2009-2009","MT","2,318.2","27.3","5,941.1","0.5","2,122.6","28.4","","0.0","4,359.6","5.3","28,254.4","1.0","3,988.8","1.7","2,239.7","27.8","7,298.7","2.4","3,531.8","3.6","3,944.4","1.4","2,257.0","25.8","2,777.1","125.1","","US","CH","0403",
"1","China","5","0403","Buttermilk","2010-2010","MT","4,344.9","1.3","2,370.1","13.1","8,184.9","1.0","3,350.2","66.3","8,407.9","28.2","3,684.2","31.0","21,700.8","2.6","","0.0","5,171.0","1.2","3,948.7","2.9","2,342.1","44.2","129,548.3","1.3","6,847.3","193.1","","US","CH","0403",
"1","China","5","0403","Buttermilk","2011-2011","MT","7,614.9","0.3","2,511.0","32.4","214,796.8","1.6","95,070.1","3.1","2,255.3","30.9","380,461.5","1.9","81,706.1","17.3","149,413.4","4.7","334,474.3","5.9","1,907,065.5","0.9","297,611.1","4.0","","0.0","94,643.2","103.1","","US","CH","0403",
"1","China","5","0403","Buttermilk","2012-2012","MT","141,228.6","11.6","2,832,346.1","0.8","917,972.7","1.1","79,726.6","16.3","177,502.5","17.7","1,795.4","15.0","684,428.6","0.7","152,567.0","4.8","379,427.5","1.2","3,255.3","20.8","84,127.6","5.8","198,224.0","0.4","120,996.8","96.1","","US","CH","0403",
"1","China","5","0403","Buttermilk","2013-2013","MT","121,093.8","0.4","","0.0","","0.0","2,122.6","8.2","6,445.4","0.9","","0.0","14,660.4","34.7","2,402.7","10.1","","0.0","5,312.9","20.8","1,732.9","19.1","2,122.7","26.2","15,215.2","120.3","","US","CH","0403",
"1","China","5","0403","Buttermilk","2014-2014","MT","12,820.7","31.3","4,721.4","21.1","6,712.5","59.4","23,026.8","20.8","3,553.4","82.7","32,222.2","1.4","2,081.1","27.6","5,082.3","41.1","27,515.1","1.0","3,141.1","33.1","5,570.3","14.9","3,002.6","1.9","6,552.6","336.4","","US","CH","0403",
"1","China","5","0403","Buttermilk","2015-2015","MT","14,144.1","7.3","9,511.5","26.8","4,176.8","94.9","3,507.4","27.2","6,296.0","14.0","11,613.3","26.3","32,479.4","1.6","5,409.5","38.6","4,541.5","152.5","5,038.9","26.8","1,533.3","85.2","1,648.4","67.7","4,526.3","568.9","","US","CH","0403",
"1","China","5","0403","Buttermilk","2016-2016","MT","8,284.6","17.7","4,667.8","35.0","6,684.0","39.4","1,743.5","139.0","","0.0","1,853.3","16.7","8,595.5","16.7","10,137.7","10.1","","0.0","","0.0","","0.0","4,719.1","18.2","5,448.4","292.7","","US","CH","0403",
"1","China","5","0403","Buttermilk","2017-2017","MT","2,548.1","11.7","50,953.9","2.2","1,248.8","18.6","5,973.6","25.9","","0.0","12,403.4","8.4","2,603.2","22.5","2,080.7","39.6","2,388.0","49.5","8,565.8","5.4","9,618.2","9.4","3,989.9","29.9","4,719.7","223.2","","US","CH","0403",
"1","China","5","0403","Buttermilk","2018-2018","MT","2,122.7","4.7","2,480.4","84.9","3,337.5","28.9","3,582.1","90.1","9,997.4","24.7","17,144.7","5.7","2,480.4","82.2","2,178.2","81.9","2,122.6","20.2","6,629.1","36.6","3,945.5","29.8","3,942.7","23.2","3,628.1","512.8","","US","CH","0403",
"1","China","5","0403","Buttermilk","2019-2019","MT","392,475.9","0.8","21,219.7","10.5","","0.0","11,174.5","21.5","288,972.5","1.0","20,533.7","20.3","14,706.0","11.8","30,100.9","14.1","11,525.7","22.4","58,622.1","9.2","40,280.1","2.5","3,337.1","3.1","25,978.0","117.3","","US","CH","0403",
"1","China","5","0403","Buttermilk","2020-2020","MT","3,231.1","15.9","2,978.5","90.4","2,122.6","1.2","2,906.4","20.6","7,849.6","40.8","3,601.7","34.5","3,300.5","117.2","10,004.7","28.9","9,129.0","2.9","4,977.4","30.7","3,712.5","6.2","19,011.0","10.0","4,747.4","399.2","","US","CH","0403",
"1","China","5","0403","Buttermilk","2021-2021","MT","2,122.7","90.0","8,057.4","17.4","4,094.2","39.7","4,469.4","32.0","28,689.1","4.9","15,871.4","16.6","3,862.6","6.7","224,097.0","0.3","2,681.8","10.3","2,796.6","34.8","","0.0","2,243.5","35.7","5,470.9","288.4","","US","CH","0403",
"1","China","5","0403","Buttermilk","2022-2022","MT","157,871.4","0.5","5,256.6","19.1","31,832.1","7.3","2,834.0","14.6","23,835.0","6.5","2,590.3","22.2","2,356.8","16.0","","0.0","23,338.6","0.1","","0.0","23,288.2","0.5","","0.0","8,513.1","86.8","","US","CH","0403",
"1","China","5","0403","Buttermilk","2023-2023","MT","","0.0","","0.0","8,372.0","21.8","28,940.2","2.7","4,137.7","5.7","2,122.6","19.8","14,702.4","0.7","2,122.6","14.0","2,880.8","16.5","2,370.2","41.2","2,281.3","61.8","","0.0","3,536.4","184.1","","US","CH","0403",
"1","China","5","0403","Buttermilk","2024-2024","MT","","0.0","","0.0","3,539.0","7.7","13,199.6","5.3","","0.0","","0.0","","0.0","5,800.0","3.0","","0.0","","0.0","11,649.6","3.4","7,029.1","6.3","10,372.8","25.6","","US","CH","0403",
"1","China","5","0403","Buttermilk","2025-2025","MT","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","5,800.0","0.5","5,800.0","2.7","","0.0","","0.0","6,347.4","1.2","","0.0","37,599.5","4.4","","US","CH","0403",
"1","China","6","0405","Butter, Fats, Milk","2005-2005","MT","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","629.5","12.5","2,575.2","4.5","","0.0","","0.0","2,524.2","4.5","","0.0","1,438.4","21.5","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2006-2006","MT","2,795.6","3.5","826.7","5.7","2,558.7","3.0","","0.0","2,884.7","1.7","2,181.5","6.5","1,559.7","49.2","","0.0","3,017.7","2.1","1,331.5","17.9","1,363.2","15.7","2,939.9","2.8","1,645.6","108.1","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2007-2007","MT","1,048.6","13.3","1,368.9","15.5","2,848.0","2.6","1,821.0","35.4","2,448.0","28.6","3,042.8","1.0","3,539.1","5.4","3,520.1","4.8","2,239.9","8.9","2,393.1","11.8","2,696.0","5.1","2,185.3","56.5","2,125.1","189.0","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2008-2008","MT","3,578.9","60.2","3,274.8","23.9","2,164.2","57.5","3,457.5","39.0","3,061.9","29.9","2,734.7","1.8","2,894.3","23.9","","0.0","3,075.2","5.4","3,789.4","19.6","4,172.0","9.7","2,922.8","7.6","3,131.9","278.5","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2009-2009","MT","2,927.8","24.5","3,304.3","23.8","2,880.3","3.5","2,606.6","27.7","3,520.8","29.2","2,475.3","18.9","3,180.1","20.0","3,148.6","11.4","3,431.8","16.6","2,677.2","50.2","3,787.7","6.4","3,649.6","34.7","3,087.1","266.9","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2010-2010","MT","3,808.2","3.7","2,469.6","35.2","3,930.1","30.1","3,625.7","22.8","2,850.4","81.5","3,678.9","19.3","2,031.5","43.3","3,960.2","6.0","4,739.9","35.5","3,684.4","13.6","2,133.0","36.0","3,813.1","53.7","3,196.3","380.8","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2011-2011","MT","3,973.2","8.0","5,000.7","43.7","4,229.6","6.3","2,031.9","89.2","2,452.0","93.9","5,550.2","107.9","3,903.3","8.4","5,126.7","31.2","2,559.1","70.5","3,794.1","5.4","","0.0","1,752.0","38.9","3,474.7","503.4","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2012-2012","MT","","0.0","5,486.7","38.1","3,637.6","19.0","","0.0","3,581.9","37.4","3,961.0","28.8","5,884.0","19.4","1,752.0","48.3","5,621.6","14.0","5,467.2","25.7","","0.0","1,752.0","9.8","3,997.0","240.3","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2013-2013","MT","","0.0","5,413.5","19.4","4,834.4","20.1","5,231.2","20.1","1,752.0","11.7","3,777.4","19.4","5,646.8","21.1","5,489.1","30.0","3,990.3","19.2","4,582.3","387.5","4,943.9","357.2","5,112.7","40.0","4,766.3","945.7","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2014-2014","MT","4,708.3","397.7","4,245.5","223.9","5,019.6","158.1","4,914.0","157.3","","0.0","1,752.0","766.1","1,752.0","835.2","1,752.0","128.8","","0.0","6,602.7","21.1","","0.0","5,712.7","0.9","2,813.2","2,689.1","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2015-2015","MT","","0.0","","0.0","2,202.0","8.8","5,692.4","1.1","","0.0","1,752.0","48.7","","0.0","","0.0","","0.0","1,752.0","52.5","","0.0","","0.0","1,826.7","111.1","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2016-2016","MT","1,830.8","7.2","4,732.4","3.7","","0.0","1,850.0","6.6","2,202.0","16.6","1,752.0","78.7","4,575.0","252.0","","0.0","2,098.3","22.9","","0.0","","0.0","","0.0","3,658.3","387.7","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2017-2017","MT","","0.0","3,258.0","4.0","","0.0","","0.0","1,846.5","85.6","2,829.9","10.1","","0.0","","0.0","3,023.6","3.1","6,835.9","4.5","1,775.1","284.9","6,330.9","3.3","1,937.9","395.6","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2018-2018","MT","6,327.5","1.6","6,254.8","1.5","6,334.3","0.7","","0.0","6,325.2","1.5","6,240.7","3.3","6,152.3","1.7","6,151.9","2.4","1,752.0","20.4","2,720.7","13.7","6,146.9","0.5","","0.0","3,279.3","47.2","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2019-2019","MT","2,177.5","11.3","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","1,752.0","242.8","","0.0","","0.0","","0.0","1,770.9","254.1","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2020-2020","MT","","0.0","","0.0","","0.0","","0.0","4,840.0","112.8","4,840.0","56.7","4,630.1","390.0","","0.0","","0.0","","0.0","","0.0","17,564.7","0.3","4,701.5","559.8","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2021-2021","MT","","0.0","13,398.7","0.5","5,046.2","17.6","4,430.5","267.8","4,622.1","776.6","","0.0","1,752.0","133.3","1,752.0","1,048.1","1,803.1","1,275.6","3,617.4","96.0","2,164.4","300.0","","0.0","2,614.6","3,915.4","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2022-2022","MT","2,202.0","39.7","1,752.0","60.8","5,675.0","11.4","","0.0","2,202.1","29.6","2,147.7","35.0","2,201.9","5.3","2,115.7","110.2","2,202.0","37.6","4,344.3","19.1","2,202.0","37.6","","0.0","2,309.9","386.3","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2023-2023","MT","2,202.1","36.3","2,202.1","36.3","2,470.0","257.2","1,751.6","1.5","","0.0","10,753.0","17.7","1,751.9","1.9","","0.0","8,101.6","8.7","8,101.6","17.3","","0.0","8,698.6","17.3","3,430.1","394.2","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2024-2024","MT","","0.0","11,245.8","18.0","","0.0","9,519.8","8.7","9,593.5","9.2","9,747.3","8.7","8,386.8","8.5","11,334.2","48.5","12,104.1","32.6","10,903.4","22.1","1,952.1","92.0","8,173.2","23.3","7,674.6","271.5","","US","CH","0405",
"1","China","6","0405","Butter, Fats, Milk","2025-2025","MT","11,617.9","33.1","5,056.8","11.6","1,752.0","16.2","10,395.2","11.6","7,975.9","8.7","4,528.6","19.4","14,303.6","18.0","7,127.8","10.6","12,381.5","26.7","5,903.4","18.7","7,401.8","8.7","7,401.8","8.7","8,606.9","191.9","","US","CH","0405",
"Notes:"
"1. Data Source: U.S. Census Bureau Trade Data"
"2. Users should use cautious interpretation on QUANTITY reports using mixed units of measure. QUANTITY line items will only include statistics on the units of measure that are equal to, or are able to be converted to, the assigned unit of measure of the grouped commodities."
"3. The Unit Value is calculated by dividing the sum of the value by the sum of the quantity converted to the  selected  unit of measure to three decimal places. (9999/99.999)"
"4. Product Group : Harmonized"
