date,source_region,cmd_code,cmd_desc,import_value_usd,net_weight_kg
3/1/19,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",34361315,18625967
3/1/19,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6740158,878315
3/1/19,EU-27,0406,Cheese and curd,9836542,1660266
3/1/19,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",41851323,28377980
3/1/19,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,134295453,47856046
3/1/19,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",91051,31947
3/1/19,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",523116,97167
3/1/19,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,22580163,4436770
3/1/19,New Zealand,0406,Cheese and curd,13040177,3327581
4/1/19,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",39029920,42213363
4/1/19,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,28989118,11908760
4/1/19,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4369507,2881093
4/1/19,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",26175865,14106013
4/1/19,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6171331,852757
4/1/19,EU-27,0406,Cheese and curd,6868376,1168179
4/1/19,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",37055752,24669540
4/1/19,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,172679790,60220045
4/1/19,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",535250,204239
4/1/19,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1148308,301426
4/1/19,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,32437427,6710980
4/1/19,New Zealand,0406,Cheese and curd,23367262,5768766
5/1/19,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",43813098,42967058
5/1/19,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,33266335,11447658
5/1/19,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",5043597,3323329.318
5/1/19,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",32042608,13829517
5/1/19,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6823104,989855
5/1/19,EU-27,0406,Cheese and curd,9191519,1569285
5/1/19,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",45143390,25759497
5/1/19,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,130680758,42766730
5/1/19,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",358947,113686
5/1/19,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",381586,133560
5/1/19,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,30745798,6186159
5/1/19,New Zealand,0406,Cheese and curd,25402171,6369851
6/1/19,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",37897625,37124578
6/1/19,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,40249859,14147120
6/1/19,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3814951,2523180.716
6/1/19,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",29169866,15419664.35
6/1/19,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5698273,833139
6/1/19,EU-27,0406,Cheese and curd,7905230,1433446
6/1/19,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",32627080,17824150
6/1/19,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,132687279,42459428
6/1/19,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",132722,32253
6/1/19,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",612572,233692
6/1/19,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,31274604,5695780
6/1/19,New Zealand,0406,Cheese and curd,30912472,7214080
7/1/19,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",45991584,47343943
7/1/19,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,46503308,17554705
7/1/19,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",5420508,3192716
7/1/19,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",36726930,16464863
7/1/19,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,7064427,1012455
7/1/19,EU-27,0406,Cheese and curd,10316803,1905970
7/1/19,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",33208051,19811420
7/1/19,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,139981015,44342402
7/1/19,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",186527,51886
7/1/19,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1084306,239303
7/1/19,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,26548575,4612640
7/1/19,New Zealand,0406,Cheese and curd,15531499,3825362
8/1/19,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",44094156,40321215
8/1/19,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,44740304,15705385
8/1/19,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4950876,2847481
8/1/19,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",40007056,20309995.99
8/1/19,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,8086927,1151710
8/1/19,EU-27,0406,Cheese and curd,11225118,2029579
8/1/19,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",31563609,20290008
8/1/19,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,135167502,41185743
8/1/19,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",306168,83248
8/1/19,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1407589,298866
8/1/19,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,38905371,6320570
8/1/19,New Zealand,0406,Cheese and curd,43087936,9259554
9/1/19,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",43535266,43121047
9/1/19,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,40871649,14936883
9/1/19,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3911879,2473227.575
9/1/19,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",38212705,20314502
9/1/19,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5869524,958952
9/1/19,EU-27,0406,Cheese and curd,7635026,1390979
9/1/19,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",50451992,29349170
9/1/19,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,83414191,24893848
9/1/19,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",146730,36338
9/1/19,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",177020,76674
9/1/19,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,10768568,1872569
9/1/19,New Zealand,0406,Cheese and curd,8960174,2092258
10/1/19,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",44566237,45179525
10/1/19,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,32492974,11480945
10/1/19,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4351470,2758804.848
10/1/19,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",28067863,14980129.43
10/1/19,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6017620,992478
10/1/19,EU-27,0406,Cheese and curd,9804785,1854772
10/1/19,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",35740833,21356640
10/1/19,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,101866765,31120602
10/1/19,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",232912,85035
10/1/19,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",451094,213181
10/1/19,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,16444825,3003010
10/1/19,New Zealand,0406,Cheese and curd,19807181,4462210
11/1/19,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",45541443,42803443
11/1/19,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,30855139,10977278
11/1/19,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2776218,1831648
11/1/19,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",32154577,18278817
11/1/19,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,8443213,1400984
11/1/19,EU-27,0406,Cheese and curd,10507314,1954470
11/1/19,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",44690689,24452041
11/1/19,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,216720987,68378560
11/1/19,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1044910,410910
11/1/19,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",340052,50284
11/1/19,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,49561995,10199410
11/1/19,New Zealand,0406,Cheese and curd,30771706,7212043
12/1/19,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",42933459,40636351
12/1/19,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,32406715,12092822.18
12/1/19,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2399127,1721385
12/1/19,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",31395926,16272918
12/1/19,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6615348,1155194
12/1/19,EU-27,0406,Cheese and curd,11252452,2092382
12/1/19,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",36722795,26264350
12/1/19,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,217680247,66678798
12/1/19,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",725765,289094
12/1/19,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",923119,212312
12/1/19,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,23341180,4563070
12/1/19,New Zealand,0406,Cheese and curd,20722986,5012080
1/1/20,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",32859879,32502157
1/1/20,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,19109285,6765059
1/1/20,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2304871,1557124
1/1/20,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",27076259,14730961
1/1/20,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,4785548,807233
1/1/20,EU-27,0406,Cheese and curd,5306968,886712
1/1/20,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",51515006,27003429
1/1/20,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,518780437,163411877
1/1/20,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",430252,168042
1/1/20,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",880614,236147
1/1/20,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,103696719,22345450
1/1/20,New Zealand,0406,Cheese and curd,55356470,12814433
2/1/20,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",26316845,28478413
2/1/20,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,20127609,7395505
2/1/20,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2998812,2102404
2/1/20,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",33543885,19232227
2/1/20,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,4017307,633232
2/1/20,EU-27,0406,Cheese and curd,5951719,1014231
2/1/20,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",50643275,24922324
2/1/20,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,301238797,92000160
2/1/20,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",858755,318389
2/1/20,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",849233,247370
2/1/20,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,38375650,8032950
2/1/20,New Zealand,0406,Cheese and curd,19312743,4400409
3/1/20,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",47642078,49562503
3/1/20,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,31808910,9516854
3/1/20,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4237178,2704917
3/1/20,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",29786422,17550394
3/1/20,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,4572468,782625
3/1/20,EU-27,0406,Cheese and curd,12496789,2574971
3/1/20,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",25983780,16648258
3/1/20,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,179203225,54075516
3/1/20,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1516540,514844
3/1/20,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",755938,222305
3/1/20,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,42460129,9068650
3/1/20,New Zealand,0406,Cheese and curd,25854672,5987222
4/1/20,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",37492285,40465575
4/1/20,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,38047271,12420989
4/1/20,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3602246,2578084
4/1/20,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",24597823,14800862
4/1/20,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5260371,852421
4/1/20,EU-27,0406,Cheese and curd,7759923,1445936
4/1/20,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",35114528,20968260
4/1/20,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,235276085,68967742
4/1/20,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",410433,127836
4/1/20,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",860159,186496
4/1/20,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,32317624,7049070
4/1/20,New Zealand,0406,Cheese and curd,26054747,5977108
5/1/20,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",37650935,38593279
5/1/20,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,25207810,7824811
5/1/20,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3653726,2445142.776
5/1/20,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",41631739,24025255
5/1/20,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5817621,970969
5/1/20,EU-27,0406,Cheese and curd,7325239,1293957
5/1/20,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",42748550,22263179
5/1/20,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,163624000,48724893
5/1/20,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1274446,434947
5/1/20,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1118392,239875
5/1/20,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,27725716,5807500
5/1/20,New Zealand,0406,Cheese and curd,8530149,1915201
6/1/20,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",53581542,49817573
6/1/20,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,31547529,10076573
6/1/20,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4016909,2517201.3
6/1/20,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",40979031,24286763.57
6/1/20,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,8073476,1435958
6/1/20,EU-27,0406,Cheese and curd,15661634,3069923
6/1/20,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",48436148,22428390
6/1/20,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,138944504,41971822
6/1/20,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",580893,207497
6/1/20,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1369066,348618
6/1/20,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,32899409,6536200
6/1/20,New Zealand,0406,Cheese and curd,26215083,5805544
7/1/20,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",64265833,52907695
7/1/20,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,43168843,14467356
7/1/20,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4875190,2902167
7/1/20,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",55600465,30470085
7/1/20,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,12912738,2377997
7/1/20,EU-27,0406,Cheese and curd,16445377,3146570.643
7/1/20,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",47486442,25920307
7/1/20,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,130350058,41229659
7/1/20,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",305953,93141
7/1/20,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1304832,339273
7/1/20,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,38776665,8118550
7/1/20,New Zealand,0406,Cheese and curd,38164860,8791643
8/1/20,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",64989109,59094857
8/1/20,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,36374463,12163400
8/1/20,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4616389,2722678
8/1/20,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",47565565,25294870
8/1/20,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,10571395,2017226
8/1/20,EU-27,0406,Cheese and curd,13608654,2592547
8/1/20,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",34828640,22359500
8/1/20,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,101899119,32746109
8/1/20,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1186718,473750
8/1/20,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1351871,581524
8/1/20,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,25450598,5477630
8/1/20,New Zealand,0406,Cheese and curd,22460521,5256605
9/1/20,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",63938656,61549286
9/1/20,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,56454055,16375136
9/1/20,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4510227,2525276
9/1/20,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",48406278,26695609
9/1/20,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,9122842,1631572
9/1/20,EU-27,0406,Cheese and curd,13804704,2680547
9/1/20,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",43391701,26726650
9/1/20,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,72742168,22327225
9/1/20,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",672791,261824
9/1/20,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",741531,250982
9/1/20,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,9460063,2006370
9/1/20,New Zealand,0406,Cheese and curd,19145909,4305003
10/1/20,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",61314674,65220895
10/1/20,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,43054323,11979289
10/1/20,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3815519,2089693
10/1/20,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",45217183,23034778.96
10/1/20,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,7630250,1410094
10/1/20,EU-27,0406,Cheese and curd,12218552,2144623
10/1/20,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",48294113,27081280
10/1/20,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,100487891,32012327
10/1/20,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",714508,249555
10/1/20,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",459900,157393
10/1/20,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,21428912,4782210
10/1/20,New Zealand,0406,Cheese and curd,19523310,4694115
11/1/20,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",61278187,62661887
11/1/20,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,41341130,12263037
11/1/20,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2888628,1658946
