date,source_region,cmd_code,cmd_desc,import_value_usd,net_weight_kg
6/1/12,New Zealand,0406,Cheese and curd,5892201,1302701
7/1/12,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",3531608,4038131
7/1/12,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,8369772,2756437
7/1/12,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",403054,169066
7/1/12,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",36082509,13183964
7/1/12,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,1302193,215623
7/1/12,EU-27,0406,Cheese and curd,2486936,332201
7/1/12,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",2445751,1292532
7/1/12,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,124185633,37286577
7/1/12,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",382371,41980
7/1/12,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",4449793,538420
7/1/12,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,14023525,3747417
7/1/12,New Zealand,0406,Cheese and curd,6672368,1478944
8/1/12,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",4319546,4843463
8/1/12,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,6573646,2320372
8/1/12,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",499805,249144
8/1/12,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",32095917,11969509
8/1/12,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,1326970,229085
8/1/12,EU-27,0406,Cheese and curd,2887426,421989
8/1/12,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",4086914,2407697
8/1/12,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,158753797,51555537
8/1/12,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",612057,131265
8/1/12,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",11203063,1269248
8/1/12,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,10729449,3026583
8/1/12,New Zealand,0406,Cheese and curd,5893478,1326258
9/1/12,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",4168803,4269838
9/1/12,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,7714332,2564912
9/1/12,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",496665,213614
9/1/12,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",30549347,11499826
9/1/12,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,1191129,188356
9/1/12,EU-27,0406,Cheese and curd,1938793,266857
9/1/12,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",4509631,2207491
9/1/12,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,74945952,24529117
9/1/12,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",146300,14643
9/1/12,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1200782,149120
9/1/12,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,10162926,2851971
9/1/12,New Zealand,0406,Cheese and curd,6229994,1375546
1/1/16,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",24648011,33474044.72
1/1/16,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,17629209,8308779.749
1/1/16,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",789012,510961.965
1/1/16,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",21819988,20486929.669999998
1/1/16,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3526757,928987.25
1/1/16,EU-27,0406,Cheese and curd,6353522,1381079.83
1/1/16,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",12546655,10742066.3
1/1/16,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,325828414,123657902.8
1/1/16,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1302252,872031.284
1/1/16,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1448460,763896.697
1/1/16,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,43994982,11573774.54
1/1/16,New Zealand,0406,Cheese and curd,23768502,5914304.579
2/1/16,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",14071249,19103367.2
2/1/16,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,8438838,3981547.413
2/1/16,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1034526,669717.534
2/1/16,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",12214628,11382078.94
2/1/16,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,2427312,636204.179
2/1/16,EU-27,0406,Cheese and curd,3774632,819759.1309999999
2/1/16,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",10988144,8404597.688
2/1/16,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,111647384,43434766.99
2/1/16,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2110497,1402066.197
2/1/16,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1201112,645278.01
2/1/16,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,24054653,6319753.861
2/1/16,New Zealand,0406,Cheese and curd,20194525,5214639.744
3/1/16,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",33643103,46673485.16
3/1/16,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,15065748,7295340.137
3/1/16,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2349128,1522335.434
3/1/16,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",17856422,16575817.56
3/1/16,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3827521,1000874.312
3/1/16,EU-27,0406,Cheese and curd,6253005,1354386.752
3/1/16,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",15703543,15649450.76
3/1/16,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,136315820,52616863.62
3/1/16,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",744061,494716.912
3/1/16,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",739096,516608.612
3/1/16,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,16287355,4299095.181
3/1/16,New Zealand,0406,Cheese and curd,13485725,3249677.076
4/1/16,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",35494926,49002409.45
4/1/16,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,16240483,7640086.032
4/1/16,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2091286,1353065.956
4/1/16,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",18762219,17560135.05
4/1/16,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3995631,1045563.997
4/1/16,EU-27,0406,Cheese and curd,4841847,1052618.652
4/1/16,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",13603666,13213306.29
4/1/16,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,77937874,29862114.99
4/1/16,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",579887,382120.687
4/1/16,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1049586,623336.001
4/1/16,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,15140039,3956410.392
4/1/16,New Zealand,0406,Cheese and curd,14689037,3520489.273
5/1/16,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",38733832,56820189.14
5/1/16,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,16312868,7869222.051
5/1/16,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2171870,1409616.879
5/1/16,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",17150955,16132043.45
5/1/16,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,4811329,1263541.719
5/1/16,EU-27,0406,Cheese and curd,6580781,1436895.195
5/1/16,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",13789943,14806980.68
5/1/16,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,80012886,30526339.94
5/1/16,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",512808,343266.338
5/1/16,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1113338,420960.071
5/1/16,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,11879858,3110273.059
5/1/16,New Zealand,0406,Cheese and curd,13426423,3215778.015
6/1/16,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",32801844,43518848.24
6/1/16,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,14284262,6724825.046
6/1/16,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1509586,977097.091
6/1/16,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",17191767,16170249.96
6/1/16,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3811100,995531.237
6/1/16,EU-27,0406,Cheese and curd,5594793,1240741.301
6/1/16,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",15559162,15415319.19
6/1/16,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,65848265,25549733.28
6/1/16,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",785506,524230.366
6/1/16,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",559345,233826.329
6/1/16,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,20620664,5391116.693
6/1/16,New Zealand,0406,Cheese and curd,15950696,3818348.943
7/1/16,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",32770483,43577382.42
7/1/16,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,8872773,4541921.63
7/1/16,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1724497,1117360.2179999999
7/1/16,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",16977942,15978468.09
7/1/16,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3656150,965784.495
7/1/16,EU-27,0406,Cheese and curd,6887627,1496832.555
7/1/16,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",14851179,12050390.19
7/1/16,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,69528067,26993217.88
7/1/16,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",879212,576987.771
7/1/16,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",945142,443068.054
7/1/16,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,22765134,5935087.343
7/1/16,New Zealand,0406,Cheese and curd,17857423,4349869.753
8/1/16,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",31879043,42575725.92
8/1/16,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,16050953,7375690.5600000005
8/1/16,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2305416,1491607.106
8/1/16,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",22607185,21198219.68
8/1/16,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3706877,973373.288
8/1/16,EU-27,0406,Cheese and curd,5892795,1273967.629
8/1/16,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",11590089,13905453.73
8/1/16,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,59055222,23547690.78
8/1/16,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",441887,295890.77
8/1/16,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",814927,440798.927
8/1/16,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,23085038,6080040.637
8/1/16,New Zealand,0406,Cheese and curd,17181510,4172154.099
9/1/16,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",24721853,34319006.33
9/1/16,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,13283996,6250163.498
9/1/16,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1278865,827550.4670000001
9/1/16,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",19103291,17893560.56
9/1/16,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3869958,1021492.735
9/1/16,EU-27,0406,Cheese and curd,5192945,1133751.7280000001
9/1/16,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",19481660,17951515.84
9/1/16,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,22771956,9261464.749
9/1/16,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",780539,509431.241
9/1/16,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1136616,569230.502
9/1/16,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,15542034,4076825.05
9/1/16,New Zealand,0406,Cheese and curd,16442299,4071754.988
10/1/16,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",22179072,31623268.89
10/1/16,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,10855119,5064518.315
10/1/16,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1783132,1153123.5089999998
10/1/16,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",17152301,16142278.4
10/1/16,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,2861255,752115.156
10/1/16,EU-27,0406,Cheese and curd,6102702,1336061.252
10/1/16,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",20163987,18299545.17
10/1/16,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,32312292,12812800.69
10/1/16,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",284224,187050.249
10/1/16,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",804797,578165.576
10/1/16,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,14345286,3709809.32
10/1/16,New Zealand,0406,Cheese and curd,22097881,5461057.344
11/1/16,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",27653995,40683625.43
11/1/16,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,14798397,7204266.956
11/1/16,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3750474,2428276.597
11/1/16,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",18273012,17056362.05
11/1/16,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,4479298,1179901.083
11/1/16,EU-27,0406,Cheese and curd,6203676,1345272.129
11/1/16,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",20502044,18761479.3
11/1/16,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,88372146,33870684.36
11/1/16,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1489996,997620.867
11/1/16,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2244791,1224303.562
11/1/16,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,19723705,5109797.953
11/1/16,New Zealand,0406,Cheese and curd,26782647,6827440.223
12/1/16,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",21037527,29165816.26
12/1/16,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,17440498,8012472.773
12/1/16,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2296730,1487565.5219999999
12/1/16,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",15815977,14791631.27
12/1/16,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,2611619,694249.118
12/1/16,EU-27,0406,Cheese and curd,6157926,1329134.376
12/1/16,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",19675267,21372257.43
12/1/16,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,94345068,35629592.11
12/1/16,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",253425,169654.863
12/1/16,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1604419,949369.628
12/1/16,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,21203127,5519909.982
12/1/16,New Zealand,0406,Cheese and curd,14515586,3497154.196
1/1/17,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",16116362,20425417.45
1/1/17,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,21572569,8641627.343
1/1/17,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1403067,881414.5430000001
1/1/17,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",18939642,15209578.83
1/1/17,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3381682,654063.308
1/1/17,EU-27,0406,Cheese and curd,4317913,891918.738
1/1/17,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",18333537,16299592.02
1/1/17,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,348640177,109667074.4
1/1/17,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",114394,72555.474
1/1/17,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1036321,525273.125
1/1/17,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,42733790,8203405.451
1/1/17,New Zealand,0406,Cheese and curd,27129038,6366081.496
2/1/17,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",16038795,19652920.65
2/1/17,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,20084390,8549089.993
2/1/17,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2071180,1280276.999
2/1/17,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",23798223,19417931.59
2/1/17,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3601009,643723.794
2/1/17,EU-27,0406,Cheese and curd,5845798,1226481.6940000001
2/1/17,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",24038313,22731603.94
2/1/17,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,185278680,60211804.04
2/1/17,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1176850,743935.699
2/1/17,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1414322,949146.019
2/1/17,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,25504431,4638673.725
2/1/17,New Zealand,0406,Cheese and curd,19934700,4738251.095
3/1/17,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",24344470,29869697.854000002
3/1/17,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,27076574,11585237
3/1/17,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3322403,2056491.993
3/1/17,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",20179049,16530914.37
3/1/17,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5209101,943299.3400000001
3/1/17,EU-27,0406,Cheese and curd,6518097,1376321.1099999999
3/1/17,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",19273317,20242184.67
3/1/17,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,125908113,41901623.12
3/1/17,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1968626,1241006.976
3/1/17,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1134884,677680.445
3/1/17,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,24989611,4398208.305
3/1/17,New Zealand,0406,Cheese and curd,17587290,4176518.4
4/1/17,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",25166061,29767396.5
4/1/17,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,23058054,10091017.42
4/1/17,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2427656,1506368.523
4/1/17,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",20542514,16780132.67
4/1/17,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6097038,1075784.403
4/1/17,EU-27,0406,Cheese and curd,5269646,1109234.8020000001
4/1/17,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",26644942,22192923.74
4/1/17,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,118116344,38382088.25
4/1/17,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",377908,238822.527
4/1/17,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1190716,818533.763
4/1/17,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,26522548,4732213.179
4/1/17,New Zealand,0406,Cheese and curd,18356309,4251948.07
5/1/17,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",28266055,31149789.08
5/1/17,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,28233810,12093030.36
5/1/17,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3306193,2048684.015
5/1/17,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",34802027,28488146.27
5/1/17,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6943934,1261092.042
