date,source_region,cmd_code,cmd_desc,import_value_usd,net_weight_kg,quantity
2022-04-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,7881309,1028708,1028708
2022-04-01,EU-27,0406,Cheese and curd,12335905,2068378,2068378
2022-04-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",60193316,23536767,23536767
2022-04-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,254460118,59653817,59653817
2022-04-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",819703,206939,206939
2022-04-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2205348,436521,436521
2022-04-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,66923184,10923840,10923840
2022-04-01,New Zealand,0406,Cheese and curd,32281933,6369458,6369458
2022-05-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",65867079,49205375,49205375
2022-05-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,42119665,10567910,10567910
2022-05-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",3952982,1925491,1925491
2022-05-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",32680781,13201549,13201549
2022-05-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,9728996,1259977,1259977
2022-05-01,EU-27,0406,Cheese and curd,16601797,2823679,2823679
2022-05-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",80217447,32727770,32727770
2022-05-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,207997069,45810233,45810233
2022-05-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",308276,76800,76800
2022-05-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",3052651,601925,601925
2022-05-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,56578881,8856400,8856400
2022-05-01,New Zealand,0406,Cheese and curd,52428170,10165744,10165744
2022-06-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",62939590,46234675,46234675
2022-06-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,40065721,8911083,8911083
2022-06-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",3772473,2121078,2121078
2022-06-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",45272146,16779073,16779073
2022-06-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,13349071,1724596,1724596
2022-06-01,EU-27,0406,Cheese and curd,14356047,2348984,2348984
2022-06-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",42800162,22123864,22123864
2022-06-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,170622718,37086634,37086634
2022-06-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",195702,37135,37135
2022-06-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1618505,313415,313415
2022-06-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,47629028,7133150,7133150
2022-06-01,New Zealand,0406,Cheese and curd,25196345,4892447,4892447
2022-07-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",54142595,38922886,38922886
2022-07-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,46942570,10875745,10875745
2022-07-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",2665808,1195072,1195072
2022-07-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",41390057,17066295,17066295
2022-07-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,10522969,1268360,1268360
2022-07-01,EU-27,0406,Cheese and curd,14254146,2443634,2443634
2022-07-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",35136862,19227460,19227460
2022-07-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,187875246,40604189,40604189
2022-07-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",245706,53436,53436
2022-07-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",5757324,1068229,1068229
2022-07-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,92371150,13417970,13417970
2022-07-01,New Zealand,0406,Cheese and curd,31577824,6089855,6089855
2022-08-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",51555501,38896017,38896017
2022-08-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,51019536,11749142,11749142
2022-08-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",2563050,1121580,1121580
2022-08-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",56815268,22413171,22413171
2022-08-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,12195081,1474568,1474568
2022-08-01,EU-27,0406,Cheese and curd,17542651,3032820,3032820
2022-08-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",31365584,16026193,16026193
2022-08-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,142722758,31764307,31764307
2022-08-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",122729,25739,25739
2022-08-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",679792,90594,90594
2022-08-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,64167658,9809450,9809450
2022-08-01,New Zealand,0406,Cheese and curd,42212420,8144810,8144810
2022-09-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",56524180,40715799,40715799
2022-09-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,46478811,10836507,10836507
2022-09-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",2941133,1307904,1307904
2022-09-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",45825101,21250470,21250470
2022-09-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,8730309,982655,982655
2022-09-01,EU-27,0406,Cheese and curd,13750411,2123829,2123829
2022-09-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",63110123,27045250,27045250
2022-09-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,124257112,27232190,27232190
2022-09-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",461222,107404,107404
2022-09-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2516866,428196,428196
2022-09-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,51562578,7631570,7631570
2022-09-01,New Zealand,0406,Cheese and curd,32708035,6070690,6070690
2022-10-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",40226452,27811301,27811301
2022-10-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,46267560,10305200,10305200
2022-10-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",1772349,926766,926766
2022-10-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",41181399,18235663.629,18235663.629
2022-10-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5511796,672171,672171
2022-10-01,EU-27,0406,Cheese and curd,12536156,1910821,1910821
2022-10-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",89529684,33275880,33275880
2022-10-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,124503154,28450492,28450492
2022-10-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",559085,128000,128000
2022-10-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2122633,538550,538550
2022-10-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,63800354,9386110,9386110
2022-10-01,New Zealand,0406,Cheese and curd,31153332,6130809,6130809
2022-11-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",61043235,43420429,43420429
2022-11-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,32025989,7611908,7611908
2022-11-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",4343494,2648357,2648357
2022-11-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",47954348,21572030,21572030
2022-11-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,8027544,936719,936719
2022-11-01,EU-27,0406,Cheese and curd,17683591,2563356,2563356
2022-11-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",65889228,29928480,29928480
2022-11-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,158577628,39168700,39168700
2022-11-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",358994,87804,87804
2022-11-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",3122538,446759,446759
2022-11-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,60748158,9393130,9393130
2022-11-01,New Zealand,0406,Cheese and curd,25991910,4937447,4937447
2022-12-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",52065347,33180888,33180888
2022-12-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,42663678,9292695,9292695
2022-12-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",2292417,1339828,1339828
2022-12-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",50920354,22656902.778,22656902.778
2022-12-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5586320,613136,613136
2022-12-01,EU-27,0406,Cheese and curd,11201870,1474153,1474153
2022-12-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",78604023,30526600,30526600
2022-12-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,169905175,42807856,42807856
2022-12-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",470958,126367,126367
2022-12-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2522498,403712,403712
2022-12-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,71018781,10282040,10282040
2022-12-01,New Zealand,0406,Cheese and curd,42648420,7900507,7900507
2023-01-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",42606577,26879716,26879716
2023-01-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,31934806,6964473,6964473
2023-01-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",1522946,916388,916388
2023-01-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",49861986,21975525,21975525
2023-01-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,7089622,759904,759904
2023-01-01,EU-27,0406,Cheese and curd,13912076,1916372,1916372
2023-01-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",72461357,31378300,31378300
2023-01-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,238401972,61109597,61109597
2023-01-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",467142,132183,132183
2023-01-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2338264,334399,334399
2023-01-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,75263212,11756930,11756930
2023-01-01,New Zealand,0406,Cheese and curd,49705691,9383776,9383776
2023-02-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",36390903,22870774,22870774
2023-02-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,37563151,8883349,8883349
2023-02-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",2600209,1413084,1413084
2023-02-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",41027063,19519692,19519692
2023-02-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5500736,618273,618273
2023-02-01,EU-27,0406,Cheese and curd,12028592,1530981,1530981
2023-02-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",53092064,20581730,20581730
2023-02-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,255373414,67846275,67846275
2023-02-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",348674,105587,105587
2023-02-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",5161461,919953,919953
2023-02-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,47156299,7620320,7620320
2023-02-01,New Zealand,0406,Cheese and curd,48480225,9172479,9172479
2023-03-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",44046124,24090723,24090723
2023-03-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,40890778,11480176,11480176
2023-03-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",3370184,1584581,1584581
2023-03-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",40134026,19831731,19831731
2023-03-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,9536260,1162921,1162921
2023-03-01,EU-27,0406,Cheese and curd,15784658,1959164,1959164
2023-03-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",92933218,30787280,30787280
2023-03-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,195000328,53626911,53626911
2023-03-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",950610,311441,311441
2023-03-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",3719321,773914,773914
2023-03-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,77949206,11688710,11688710
2023-03-01,New Zealand,0406,Cheese and curd,55381570,10361325,10361325
2023-04-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",51639149,30584275,30584275
2023-04-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,36370139,9473298,9473298
2023-04-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",4471055,2018646,2018646
2023-04-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",35119521,18551039,18551039
2023-04-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,8566456,1012286,1012286
2023-04-01,EU-27,0406,Cheese and curd,16987774,2304432,2304432
2023-04-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",68052644,27324560,27324560
2023-04-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,172259482,49175445,49175445
2023-04-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",792495,259454,259454
2023-04-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2062680,743462,743462
2023-04-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,48622877,8152580,8152580
2023-04-01,New Zealand,0406,Cheese and curd,37221717,7137440,7137440
2023-05-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",60162487,36789625,36789625
2023-05-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,47712180,13024957,13024957
2023-05-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",4214165,1866269,1866269
2023-05-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",38161806,18090768,18090768
2023-05-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,11913244,1555660,1555660
2023-05-01,EU-27,0406,Cheese and curd,19467044,2820460,2820460
2023-05-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",59271726,25613650,25613650
2023-05-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,201932843,57768000,57768000
2023-05-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",159941,55158,55158
2023-05-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1889526,650307,650307
2023-05-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,44370445,6983220,6983220
2023-05-01,New Zealand,0406,Cheese and curd,54598065,10299844,10299844
2023-06-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",75147555,42590788.797,42590788.797
2023-06-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,40401718,11926568,11926568
2023-06-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",4947064,2391118,2391118
2023-06-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",45393725,19411552,19411552
2023-06-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,14109759,2107102,2107102
2023-06-01,EU-27,0406,Cheese and curd,19642853,3244115,3244115
2023-06-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",71234186,31404620,31404620
2023-06-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,184649816,53384455,53384455
2023-06-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",1579278,556373,556373
2023-06-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",3516679,1033218,1033218
2023-06-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,64434501,9963000,9963000
2023-06-01,New Zealand,0406,Cheese and curd,55470530,10837340,10837340
2023-07-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",61971343,38630360,38630360
2023-07-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,35422944,9641587,9641587
2023-07-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",4481555,2201035,2201035
2023-07-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",44764314,20229000,20229000
2023-07-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,9852574,1429423,1429423
2023-07-01,EU-27,0406,Cheese and curd,21437182,3686031,3686031
2023-07-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",37275778,18135620,18135620
2023-07-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,192625341,57438411,57438411
2023-07-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",354047,128013,128013
2023-07-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1730389,622869,622869
2023-07-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,66585055,11734230,11734230
2023-07-01,New Zealand,0406,Cheese and curd,47372253,9066836,9066836
2023-08-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",64982286,38723872,38723872
2023-08-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,20420555,5939579,5939579
2023-08-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",2953062,1389768,1389768
2023-08-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",40407015,20143125,20143125
2023-08-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,13075741,1883917,1883917
2023-08-01,EU-27,0406,Cheese and curd,20145670,3389470,3389470
2023-08-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",44374269,20517860,20517860
2023-08-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,113222283,33200710,33200710
2023-08-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",418773,152915,152915
2023-08-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2323887,835823,835823
2023-08-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,72540320,12120120,12120120
2023-08-01,New Zealand,0406,Cheese and curd,60596057,11344487,11344487
2023-09-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",60230356,35610212,35610212
2023-09-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,26526596,7294653,7294653
2023-09-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",3837602,1857160,1857160
2023-09-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",29597368,15362133,15362133
2023-09-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,7259870,961258,961258
2023-09-01,EU-27,0406,Cheese and curd,16467422,2756957,2756957
2023-09-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",75738611,29078620,29078620
2023-09-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,76126377,21587937,21587937
2023-09-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",220740,80254,80254
2023-09-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1764363,1187368,1187368
2023-09-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,59231740,9354070,9354070
2023-09-01,New Zealand,0406,Cheese and curd,33638194,6386559,6386559
2023-10-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",46232593,30563403,30563403
2023-10-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,23991918,6943106,6943106
2023-10-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",2628741,1374094,1374094
2023-10-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",30261853,16890429,16890429
2023-10-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,7280413,1064227,1064227
2023-10-01,EU-27,0406,Cheese and curd,16758255,2945357,2945357
